Trial ID,Test Method,Item ID,Item Format,Item Name,Item Description Refined,Item Description Refined (Trial),Material Class I,Material Class II,Material Class III,Start Weight,% Residuals (Mass),% Residuals (Area)
EASP003-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,1.072,0.702
EASP003-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
EASP003-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,1.269,0.846
IV002-01,Bulk Dose,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.705,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,1.075,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.903,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.456,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.792,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.414,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.448,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.849,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,1.041,
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.88,
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.014,0.006
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.015,0.007
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.534,0.158
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.152,0.033
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.117,0.03
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,1.104,0.495
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,0.0,0.0
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,4.0,1.494,0.512
ASP001-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.132,0.828
ASP001-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.112,0.744
ASP001-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.085,0.786
ASP001-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.123,0.786
ASP001-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.136,0.814
CASP004-02,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.172,0.175
CASP004-02,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.673,0.578
CASP004-02,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.461,0.41
CASP004-02,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.254,0.199
CASP004-02,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.5,0.335
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.882,0.573
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.882,0.573
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.249,0.668
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.249,0.668
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.112,0.646
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.112,0.646
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.995,0.638
CASP005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.995,0.638
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.5,0.814
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.5,0.814
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.488,0.344
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.488,0.344
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.146,0.705
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.146,0.705
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.0,0.0
CASP006-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.0,0.0
EASP001-01,Bulk Dose,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.228,0.044
EASP002-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.372,0.208
EASP002-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.739,0.376
EASP002-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.683,0.438
EASP002-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.269,0.138
EASP002-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.043,0.039
EASP003-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.09,0.809
EASP003-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.131,0.772
EASP003-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.133,0.752
EASP003-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.09,0.752
EASP003-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.08,0.866
IV002-01,Bulk Dose,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.0,0.0
WR004-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.039,
WR004-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.953,
WR004-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,1.092,
WR004-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.703,
WR004-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.612,
WR005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.0,0.0
WR005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.041,0.032
WR005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.0,0.0
WR005-01,Mesh Bag,I,Bowl,Fiber Bowl 16oz,Moulded fiber bowl 16oz,,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),17.05333333,0.25,0.149
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.101,0.142
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.054,0.055
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.072,0.069
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.105,0.142
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.054,0.038
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.094,0.182
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.126,0.177
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.071,0.113
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.088,0.117
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.076,0.116
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.086,0.144
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.097,0.115
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.076,0.128
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.131,0.138
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.097,0.159
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.004,0.008
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.004,0.008
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.037,0.068
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.037,0.068
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.041,0.1
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.041,0.1
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.017,0.057
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.017,0.057
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.029,0.118
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.029,0.118
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.024,0.047
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.024,0.047
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.0,0.0
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.074,0.175
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Navel Orange Peel Control,Navel orange peel,,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,73.12333333,0.074,0.175
