obs_id,facility_id,trial_id,bag_id,item_id,trial_stage,weight1,weight2,weight3,mean_weight_final_g,%_not_decomposed,%_decomposed,bag_intact,photo_available,notes,outlier_alert
448,44547.0,44547-01-21,44547_01_21_C_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
449,44547.0,44547-01-21,44547_01_21_C_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
450,44547.0,44547-01-21,44547_01_21_C_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
451,44547.0,44547-01-21,44547_01_21_A_1,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
452,44547.0,44547-01-21,44547_01_21_A_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
453,44547.0,44547-01-21,44547_01_21_A_3,8,End,50.94,50.83,50.89,50.89,1785.61,-1685.61,True,,,True
454,44547.0,44547-01-21,44547_01_21_A_4,8,End,5.95,5.94,5.94,5.94,208.42,-108.42,True,True,Bag 5 not found,True
455,44547.0,44547-01-21,44547_01_21_A_5,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
456,44547.0,44547-01-21,44547_01_21_A_6,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,,False
457,44547.0,44547-01-21,44547_01_21_B_1,8,End,5.3,4.67,4.8,4.92,172.63,-72.63,True,True,,True
458,44547.0,44547-01-21,44547_01_21_B_2,8,End,8.17,8.45,8.3,8.31,291.58,-191.58,True,True,,True
459,44547.0,44547-01-21,44547_01_21_B_3,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
460,44547.0,44547-01-21,44547_01_21_B_4,8,End,4.18,4.2,4.12,4.17,146.32,-46.32,True,True,,True
461,44547.0,44547-01-21,44547_01_21_B_5,8,End,3.89,3.9,3.9,3.9,136.84,-36.84,True,True,,True
462,44547.0,44547-01-21,44547_01_21_B_6,8,End,3.86,3.87,3.87,3.87,135.79,-35.79,True,True,,True
463,44547.0,44547-01-21,44547_01_21_C_1,8,End,1.95,1.98,1.9,1.94,68.07,31.93,True,True,,False
464,44547.0,44547-01-21,44547_01_21_C_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
465,44547.0,44547-01-21,44547_01_21_C_3,8,End,4.27,4.33,4.41,4.34,152.28,-52.28,True,True,"2 fragments, weighed together",True
466,44547.0,44547-01-21,44547_01_21_C_4,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
467,44547.0,44547-01-21,44547_01_21_C_5,8,End,2.39,2.38,2.37,2.38,83.51,16.49,True,True,Several items stuck together and not decomposed well,False
468,44547.0,44547-01-21,44547_01_21_C_6,8,End,3.13,3.12,3.12,3.12,109.47,-9.47,True,True,Several items stuck together and not decomposed well,True
469,44547.0,44547-01-21,44547_01_21_A_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
470,44547.0,44547-01-21,44547_01_21_A_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
471,44547.0,44547-01-21,44547_01_21_A_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
472,44547.0,44547-01-21,44547_01_21_A_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
473,44547.0,44547-01-21,44547_01_21_A_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
474,44547.0,44547-01-21,44547_01_21_A_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
475,44547.0,44547-01-21,44547_01_21_B_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
476,44547.0,44547-01-21,44547_01_21_B_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
477,44547.0,44547-01-21,44547_01_21_B_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
478,44547.0,44547-01-21,44547_01_21_B_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
479,44547.0,44547-01-21,44547_01_21_B_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
480,44547.0,44547-01-21,44547_01_21_B_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
481,44547.0,44547-01-21,44547_01_21_C_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
482,44547.0,44547-01-21,44547_01_21_C_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
483,44547.0,44547-01-21,44547_01_21_C_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
484,44547.0,44547-01-21,44547_01_21_C_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
485,44547.0,44547-01-21,44547_01_21_C_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
486,44547.0,44547-01-21,44547_01_21_C_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
487,44547.0,44547-01-21,44547_01_21_A_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
488,44547.0,44547-01-21,44547_01_21_A_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
489,44547.0,44547-01-21,44547_01_21_A_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
490,44547.0,44547-01-21,44547_01_21_A_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
491,44547.0,44547-01-21,44547_01_21_A_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
492,44547.0,44547-01-21,44547_01_21_A_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
493,44547.0,44547-01-21,44547_01_21_B_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
494,44547.0,44547-01-21,44547_01_21_B_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
495,44547.0,44547-01-21,44547_01_21_B_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
496,44547.0,44547-01-21,44547_01_21_B_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
497,44547.0,44547-01-21,44547_01_21_B_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
498,44547.0,44547-01-21,44547_01_21_B_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
499,44547.0,44547-01-21,44547_01_21_C_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
500,44547.0,44547-01-21,44547_01_21_C_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
501,44547.0,44547-01-21,44547_01_21_C_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
502,44547.0,44547-01-21,44547_01_21_C_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
503,44547.0,44547-01-21,44547_01_21_C_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
504,44547.0,44547-01-21,44547_01_21_C_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
505,44547.0,44547-01-21,44547_01_21_A_1,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
506,44547.0,44547-01-21,44547_01_21_A_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
507,44547.0,44547-01-21,44547_01_21_A_3,8,End,50.94,50.83,50.89,50.89,1785.61,-1685.61,True,,,True
508,44547.0,44547-01-21,44547_01_21_A_4,8,End,5.95,5.94,5.94,5.94,208.42,-108.42,True,True,Bag 5 not found,True
509,44547.0,44547-01-21,44547_01_21_A_5,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
510,44547.0,44547-01-21,44547_01_21_A_6,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,,False
511,44547.0,44547-01-21,44547_01_21_B_1,8,End,5.3,4.67,4.8,4.92,172.63,-72.63,True,True,,True
512,44547.0,44547-01-21,44547_01_21_B_2,8,End,8.17,8.45,8.3,8.31,291.58,-191.58,True,True,,True
513,44547.0,44547-01-21,44547_01_21_B_3,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
514,44547.0,44547-01-21,44547_01_21_B_4,8,End,4.18,4.2,4.12,4.17,146.32,-46.32,True,True,,True
515,44547.0,44547-01-21,44547_01_21_B_5,8,End,3.89,3.9,3.9,3.9,136.84,-36.84,True,True,,True
516,44547.0,44547-01-21,44547_01_21_B_6,8,End,3.86,3.87,3.87,3.87,135.79,-35.79,True,True,,True
517,44547.0,44547-01-21,44547_01_21_C_1,8,End,1.95,1.98,1.9,1.94,68.07,31.93,True,True,,False
518,44547.0,44547-01-21,44547_01_21_C_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
519,44547.0,44547-01-21,44547_01_21_C_3,8,End,4.27,4.33,4.41,4.34,152.28,-52.28,True,True,"2 fragments, weighed together",True
520,44547.0,44547-01-21,44547_01_21_C_4,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
521,44547.0,44547-01-21,44547_01_21_C_5,8,End,2.39,2.38,2.37,2.38,83.51,16.49,True,True,Several items stuck together and not decomposed well,False
522,44547.0,44547-01-21,44547_01_21_C_6,8,End,3.13,3.12,3.12,3.12,109.47,-9.47,True,True,Several items stuck together and not decomposed well,True
523,44547.0,44547-01-21,44547_01_21_A_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
524,44547.0,44547-01-21,44547_01_21_A_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
525,44547.0,44547-01-21,44547_01_21_A_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
526,44547.0,44547-01-21,44547_01_21_A_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
527,44547.0,44547-01-21,44547_01_21_A_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
528,44547.0,44547-01-21,44547_01_21_A_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
529,44547.0,44547-01-21,44547_01_21_B_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
530,44547.0,44547-01-21,44547_01_21_B_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
531,44547.0,44547-01-21,44547_01_21_B_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
532,44547.0,44547-01-21,44547_01_21_B_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
533,44547.0,44547-01-21,44547_01_21_B_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
534,44547.0,44547-01-21,44547_01_21_B_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
535,44547.0,44547-01-21,44547_01_21_C_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
536,44547.0,44547-01-21,44547_01_21_C_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
537,44547.0,44547-01-21,44547_01_21_C_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
538,44547.0,44547-01-21,44547_01_21_C_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
539,44547.0,44547-01-21,44547_01_21_C_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
540,44547.0,44547-01-21,44547_01_21_C_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
541,44547.0,44547-01-21,44547_01_21_A_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
542,44547.0,44547-01-21,44547_01_21_A_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
543,44547.0,44547-01-21,44547_01_21_A_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
544,44547.0,44547-01-21,44547_01_21_A_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
545,44547.0,44547-01-21,44547_01_21_A_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
546,44547.0,44547-01-21,44547_01_21_A_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
547,44547.0,44547-01-21,44547_01_21_B_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
548,44547.0,44547-01-21,44547_01_21_B_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
549,44547.0,44547-01-21,44547_01_21_B_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
550,44547.0,44547-01-21,44547_01_21_B_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
551,44547.0,44547-01-21,44547_01_21_B_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
552,44547.0,44547-01-21,44547_01_21_B_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
553,44547.0,44547-01-21,44547_01_21_C_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
554,44547.0,44547-01-21,44547_01_21_C_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
555,44547.0,44547-01-21,44547_01_21_C_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
556,44547.0,44547-01-21,44547_01_21_C_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
557,44547.0,44547-01-21,44547_01_21_C_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
558,44547.0,44547-01-21,44547_01_21_C_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
559,44547.0,44547-01-21,44547_01_21_A_1,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
560,44547.0,44547-01-21,44547_01_21_A_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
561,44547.0,44547-01-21,44547_01_21_A_3,8,End,50.94,50.83,50.89,50.89,1785.61,-1685.61,True,,,True
562,44547.0,44547-01-21,44547_01_21_A_4,8,End,5.95,5.94,5.94,5.94,208.42,-108.42,True,True,Bag 5 not found,True
563,44547.0,44547-01-21,44547_01_21_A_5,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
564,44547.0,44547-01-21,44547_01_21_A_6,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,,False
565,44547.0,44547-01-21,44547_01_21_B_1,8,End,5.3,4.67,4.8,4.92,172.63,-72.63,True,True,,True
566,44547.0,44547-01-21,44547_01_21_B_2,8,End,8.17,8.45,8.3,8.31,291.58,-191.58,True,True,,True
567,44547.0,44547-01-21,44547_01_21_B_3,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
568,44547.0,44547-01-21,44547_01_21_B_4,8,End,4.18,4.2,4.12,4.17,146.32,-46.32,True,True,,True
569,44547.0,44547-01-21,44547_01_21_B_5,8,End,3.89,3.9,3.9,3.9,136.84,-36.84,True,True,,True
570,44547.0,44547-01-21,44547_01_21_B_6,8,End,3.86,3.87,3.87,3.87,135.79,-35.79,True,True,,True
571,44547.0,44547-01-21,44547_01_21_C_1,8,End,1.95,1.98,1.9,1.94,68.07,31.93,True,True,,False
572,44547.0,44547-01-21,44547_01_21_C_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
573,44547.0,44547-01-21,44547_01_21_C_3,8,End,4.27,4.33,4.41,4.34,152.28,-52.28,True,True,"2 fragments, weighed together",True
574,44547.0,44547-01-21,44547_01_21_C_4,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
575,44547.0,44547-01-21,44547_01_21_C_5,8,End,2.39,2.38,2.37,2.38,83.51,16.49,True,True,Several items stuck together and not decomposed well,False
576,44547.0,44547-01-21,44547_01_21_C_6,8,End,3.13,3.12,3.12,3.12,109.47,-9.47,True,True,Several items stuck together and not decomposed well,True
577,44547.0,44547-01-21,44547_01_21_B_1,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
578,44547.0,44547-01-21,44547_01_21_B_2,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
579,44547.0,44547-01-21,44547_01_21_B_3,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
580,44547.0,44547-01-21,44547_01_21_B_4,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
581,44547.0,44547-01-21,44547_01_21_B_5,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
582,44547.0,44547-01-21,44547_01_21_B_6,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
583,44547.0,44547-01-21,44547_01_21_B_1,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
584,44547.0,44547-01-21,44547_01_21_B_2,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
585,44547.0,44547-01-21,44547_01_21_B_3,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
586,44547.0,44547-01-21,44547_01_21_B_4,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
587,44547.0,44547-01-21,44547_01_21_B_5,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
588,44547.0,44547-01-21,44547_01_21_B_6,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
589,44547.0,44547-01-21,44547_01_21_B_1,9,End,101.0,101.81,99.81,100.87,211.11,-111.11,True,True,,True
590,44547.0,44547-01-21,44547_01_21_B_2,9,End,113.0,114.08,110.9,112.66,235.79,-135.79,True,True,,True
591,44547.0,44547-01-21,44547_01_21_B_3,9,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
592,44547.0,44547-01-21,44547_01_21_B_4,9,End,56.9,57.28,57.35,57.18,119.67,-19.67,True,True,,True
593,44547.0,44547-01-21,44547_01_21_B_5,9,End,64.3,65.09,64.01,64.47,134.93,-34.93,True,True,,True
594,44547.0,44547-01-21,44547_01_21_B_6,9,End,60.62,60.63,60.63,60.63,126.89,-26.89,True,True,,True
595,44547.0,44547-01-21,44547_01_21_B_1,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
596,44547.0,44547-01-21,44547_01_21_B_2,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
597,44547.0,44547-01-21,44547_01_21_B_3,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
598,44547.0,44547-01-21,44547_01_21_B_4,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
599,44547.0,44547-01-21,44547_01_21_B_5,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
600,44547.0,44547-01-21,44547_01_21_B_6,9,Start,47.78,47.78,47.78,47.78,100.0,0.0,True,True,,False
601,44547.0,44547-01-21,44547_01_21_B_1,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
602,44547.0,44547-01-21,44547_01_21_B_2,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
603,44547.0,44547-01-21,44547_01_21_B_3,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
604,44547.0,44547-01-21,44547_01_21_B_4,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
605,44547.0,44547-01-21,44547_01_21_B_5,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
606,44547.0,44547-01-21,44547_01_21_B_6,9,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
607,44547.0,44547-01-21,44547_01_21_B_1,9,End,101.0,101.81,99.81,100.87,211.11,-111.11,True,True,,True
608,44547.0,44547-01-21,44547_01_21_B_2,9,End,113.0,114.08,110.9,112.66,235.79,-135.79,True,True,,True
609,44547.0,44547-01-21,44547_01_21_B_3,9,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
610,44547.0,44547-01-21,44547_01_21_B_4,9,End,56.9,57.28,57.35,57.18,119.67,-19.67,True,True,,True
611,44547.0,44547-01-21,44547_01_21_B_5,9,End,64.3,65.09,64.01,64.47,134.93,-34.93,True,True,,True
612,44547.0,44547-01-21,44547_01_21_B_6,9,End,60.62,60.63,60.63,60.63,126.89,-26.89,True,True,,True
613,44547.0,44547-01-21,44547_01_21_B_1,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
614,44547.0,44547-01-21,44547_01_21_B_2,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
615,44547.0,44547-01-21,44547_01_21_B_3,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
616,44547.0,44547-01-21,44547_01_21_B_4,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
617,44547.0,44547-01-21,44547_01_21_B_5,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
618,44547.0,44547-01-21,44547_01_21_B_6,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
619,44547.0,44547-01-21,44547_01_21_B_1,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
620,44547.0,44547-01-21,44547_01_21_B_2,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
621,44547.0,44547-01-21,44547_01_21_B_3,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
622,44547.0,44547-01-21,44547_01_21_B_4,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
623,44547.0,44547-01-21,44547_01_21_B_5,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
624,44547.0,44547-01-21,44547_01_21_B_6,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
625,44547.0,44547-01-21,44547_01_21_B_1,10,End,24.46,24.5,24.5,24.49,181.14,-81.14,True,True,,True
626,44547.0,44547-01-21,44547_01_21_B_2,10,End,49.0,47.55,47.63,48.06,355.47,-255.47,True,True,,True
627,44547.0,44547-01-21,44547_01_21_B_3,10,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
628,44547.0,44547-01-21,44547_01_21_B_4,10,End,28.25,29.44,29.05,28.91,213.83,-113.83,True,True,,True
629,44547.0,44547-01-21,44547_01_21_B_5,10,End,27.3,27.06,27.56,27.31,202.0,-102.0,True,True,,True
630,44547.0,44547-01-21,44547_01_21_B_6,10,End,13.97,13.98,13.98,13.98,103.4,-3.4,True,True,,True
631,44547.0,44547-01-21,44547_01_21_B_1,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
632,44547.0,44547-01-21,44547_01_21_B_2,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
633,44547.0,44547-01-21,44547_01_21_B_3,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
634,44547.0,44547-01-21,44547_01_21_B_4,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
635,44547.0,44547-01-21,44547_01_21_B_5,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
636,44547.0,44547-01-21,44547_01_21_B_6,10,Start,13.52,13.53,13.52,13.52,100.0,0.0,True,True,,False
637,44547.0,44547-01-21,44547_01_21_B_1,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
638,44547.0,44547-01-21,44547_01_21_B_2,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
639,44547.0,44547-01-21,44547_01_21_B_3,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
640,44547.0,44547-01-21,44547_01_21_B_4,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
641,44547.0,44547-01-21,44547_01_21_B_5,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
642,44547.0,44547-01-21,44547_01_21_B_6,10,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
643,44547.0,44547-01-21,44547_01_21_B_1,10,End,24.46,24.5,24.5,24.49,181.14,-81.14,True,True,,True
644,44547.0,44547-01-21,44547_01_21_B_2,10,End,49.0,47.55,47.63,48.06,355.47,-255.47,True,True,,True
645,44547.0,44547-01-21,44547_01_21_B_3,10,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
646,44547.0,44547-01-21,44547_01_21_B_4,10,End,28.25,29.44,29.05,28.91,213.83,-113.83,True,True,,True
647,44547.0,44547-01-21,44547_01_21_B_5,10,End,27.3,27.06,27.56,27.31,202.0,-102.0,True,True,,True
648,44547.0,44547-01-21,44547_01_21_B_6,10,End,13.97,13.98,13.98,13.98,103.4,-3.4,True,True,,True
649,44547.0,44547-01-21,44547_01_21_B_1,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
650,44547.0,44547-01-21,44547_01_21_B_2,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
651,44547.0,44547-01-21,44547_01_21_B_3,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
652,44547.0,44547-01-21,44547_01_21_B_4,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
653,44547.0,44547-01-21,44547_01_21_B_5,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
654,44547.0,44547-01-21,44547_01_21_B_6,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
655,44547.0,44547-01-21,44547_01_21_B_1,11,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
656,44547.0,44547-01-21,44547_01_21_B_2,11,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
657,44547.0,44547-01-21,44547_01_21_B_3,11,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
658,44547.0,44547-01-21,44547_01_21_B_4,11,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
659,44547.0,44547-01-21,44547_01_21_B_5,11,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
660,44547.0,44547-01-21,44547_01_21_B_6,11,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
661,44547.0,44547-01-21,44547_01_21_B_1,11,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
662,44547.0,44547-01-21,44547_01_21_B_2,11,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
663,44547.0,44547-01-21,44547_01_21_B_3,11,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
664,44547.0,44547-01-21,44547_01_21_B_4,11,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
665,44547.0,44547-01-21,44547_01_21_B_5,11,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
666,44547.0,44547-01-21,44547_01_21_B_6,11,End,0.0,0.0,0.0,0.0,0.0,100.0,True,False,,False
667,44547.0,44547-01-21,44547_01_21_B_1,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
668,44547.0,44547-01-21,44547_01_21_B_2,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
669,44547.0,44547-01-21,44547_01_21_B_3,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
670,44547.0,44547-01-21,44547_01_21_B_4,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
671,44547.0,44547-01-21,44547_01_21_B_5,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
672,44547.0,44547-01-21,44547_01_21_B_6,11,Start,10.17,10.16,10.17,10.17,100.0,0.0,True,True,,False
673,44547.0,44547-01-21,44547_01_21_B_1,11,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
