obs_id,facility_id,trial_id,bag_id,item_id,trial_stage,weight1,weight2,weight3,mean_weight_final_g,%_not_decomposed,%_decomposed,bag_intact,photo_available,notes,outlier_alert
223,44547.0,44547-01-21,44547_01_21_A_1,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
224,44547.0,44547-01-21,44547_01_21_A_2,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
225,44547.0,44547-01-21,44547_01_21_A_3,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
226,44547.0,44547-01-21,44547_01_21_A_4,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
227,44547.0,44547-01-21,44547_01_21_A_5,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
228,44547.0,44547-01-21,44547_01_21_A_6,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
229,44547.0,44547-01-21,44547_01_21_A_1,7,End,133.75,133.71,133.72,133.73,449.36,-349.36,True,True,,True
230,44547.0,44547-01-21,44547_01_21_A_2,7,End,66.71,66.71,66.71,66.71,224.16,-124.16,True,True,,True
231,44547.0,44547-01-21,44547_01_21_A_3,7,End,35.35,35.31,35.34,35.33,118.72,-18.72,True,True,,True
232,44547.0,44547-01-21,44547_01_21_A_4,7,End,59.61,59.81,59.81,59.74,200.74,-100.74,True,True,,True
233,44547.0,44547-01-21,44547_01_21_A_5,7,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 5 not found,False
234,44547.0,44547-01-21,44547_01_21_A_6,7,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
235,44547.0,44547-01-21,44547_01_21_A_1,7,Start,29.77,29.77,29.75,29.76,100.0,0.0,True,True,,False
236,44547.0,44547-01-21,44547_01_21_A_2,7,Start,29.77,29.77,29.75,29.76,100.0,0.0,True,True,,False
237,44547.0,44547-01-21,44547_01_21_A_3,7,Start,29.77,29.77,29.75,29.76,100.0,0.0,True,True,,False
238,44547.0,44547-01-21,44547_01_21_A_4,7,Start,29.77,29.77,29.75,29.76,100.0,0.0,True,True,,False
239,44547.0,44547-01-21,44547_01_21_A_5,7,Start,29.77,29.77,29.75,29.76,100.0,0.0,True,True,,False
240,44547.0,44547-01-21,44547_01_21_A_6,7,Start,29.77,29.77,29.75,29.76,100.0,0.0,True,True,,False
241,44547.0,44547-01-21,44547_01_21_A_1,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
242,44547.0,44547-01-21,44547_01_21_A_2,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
243,44547.0,44547-01-21,44547_01_21_A_3,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
244,44547.0,44547-01-21,44547_01_21_A_4,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
245,44547.0,44547-01-21,44547_01_21_A_5,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
246,44547.0,44547-01-21,44547_01_21_A_6,7,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
247,44547.0,44547-01-21,44547_01_21_A_1,7,End,133.75,133.71,133.72,133.73,449.36,-349.36,True,True,,True
248,44547.0,44547-01-21,44547_01_21_A_2,7,End,66.71,66.71,66.71,66.71,224.16,-124.16,True,True,,True
249,44547.0,44547-01-21,44547_01_21_A_3,7,End,35.35,35.31,35.34,35.33,118.72,-18.72,True,True,,True
250,44547.0,44547-01-21,44547_01_21_A_4,7,End,59.61,59.81,59.81,59.74,200.74,-100.74,True,True,,True
251,44547.0,44547-01-21,44547_01_21_A_5,7,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 5 not found,False
252,44547.0,44547-01-21,44547_01_21_A_6,7,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
253,44547.0,44547-01-21,44547_01_21_A_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
254,44547.0,44547-01-21,44547_01_21_A_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
255,44547.0,44547-01-21,44547_01_21_A_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
256,44547.0,44547-01-21,44547_01_21_A_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
257,44547.0,44547-01-21,44547_01_21_A_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
258,44547.0,44547-01-21,44547_01_21_A_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
259,44547.0,44547-01-21,44547_01_21_B_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
260,44547.0,44547-01-21,44547_01_21_B_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
261,44547.0,44547-01-21,44547_01_21_B_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
262,44547.0,44547-01-21,44547_01_21_B_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
263,44547.0,44547-01-21,44547_01_21_B_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
264,44547.0,44547-01-21,44547_01_21_B_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
265,44547.0,44547-01-21,44547_01_21_C_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
266,44547.0,44547-01-21,44547_01_21_C_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
267,44547.0,44547-01-21,44547_01_21_C_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
268,44547.0,44547-01-21,44547_01_21_C_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
269,44547.0,44547-01-21,44547_01_21_C_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
270,44547.0,44547-01-21,44547_01_21_C_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
271,44547.0,44547-01-21,44547_01_21_A_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
272,44547.0,44547-01-21,44547_01_21_A_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
273,44547.0,44547-01-21,44547_01_21_A_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
274,44547.0,44547-01-21,44547_01_21_A_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
275,44547.0,44547-01-21,44547_01_21_A_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
276,44547.0,44547-01-21,44547_01_21_A_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
277,44547.0,44547-01-21,44547_01_21_B_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
278,44547.0,44547-01-21,44547_01_21_B_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
279,44547.0,44547-01-21,44547_01_21_B_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
280,44547.0,44547-01-21,44547_01_21_B_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
281,44547.0,44547-01-21,44547_01_21_B_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
282,44547.0,44547-01-21,44547_01_21_B_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
283,44547.0,44547-01-21,44547_01_21_C_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
284,44547.0,44547-01-21,44547_01_21_C_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
285,44547.0,44547-01-21,44547_01_21_C_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
286,44547.0,44547-01-21,44547_01_21_C_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
287,44547.0,44547-01-21,44547_01_21_C_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
288,44547.0,44547-01-21,44547_01_21_C_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
289,44547.0,44547-01-21,44547_01_21_A_1,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
290,44547.0,44547-01-21,44547_01_21_A_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
291,44547.0,44547-01-21,44547_01_21_A_3,8,End,50.94,50.83,50.89,50.89,1785.61,-1685.61,True,,,True
292,44547.0,44547-01-21,44547_01_21_A_4,8,End,5.95,5.94,5.94,5.94,208.42,-108.42,True,True,Bag 5 not found,True
293,44547.0,44547-01-21,44547_01_21_A_5,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
294,44547.0,44547-01-21,44547_01_21_A_6,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,,False
295,44547.0,44547-01-21,44547_01_21_B_1,8,End,5.3,4.67,4.8,4.92,172.63,-72.63,True,True,,True
296,44547.0,44547-01-21,44547_01_21_B_2,8,End,8.17,8.45,8.3,8.31,291.58,-191.58,True,True,,True
297,44547.0,44547-01-21,44547_01_21_B_3,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
298,44547.0,44547-01-21,44547_01_21_B_4,8,End,4.18,4.2,4.12,4.17,146.32,-46.32,True,True,,True
299,44547.0,44547-01-21,44547_01_21_B_5,8,End,3.89,3.9,3.9,3.9,136.84,-36.84,True,True,,True
300,44547.0,44547-01-21,44547_01_21_B_6,8,End,3.86,3.87,3.87,3.87,135.79,-35.79,True,True,,True
301,44547.0,44547-01-21,44547_01_21_C_1,8,End,1.95,1.98,1.9,1.94,68.07,31.93,True,True,,False
302,44547.0,44547-01-21,44547_01_21_C_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
303,44547.0,44547-01-21,44547_01_21_C_3,8,End,4.27,4.33,4.41,4.34,152.28,-52.28,True,True,"2 fragments, weighed together",True
304,44547.0,44547-01-21,44547_01_21_C_4,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
305,44547.0,44547-01-21,44547_01_21_C_5,8,End,2.39,2.38,2.37,2.38,83.51,16.49,True,True,Several items stuck together and not decomposed well,False
306,44547.0,44547-01-21,44547_01_21_C_6,8,End,3.13,3.12,3.12,3.12,109.47,-9.47,True,True,Several items stuck together and not decomposed well,True
307,44547.0,44547-01-21,44547_01_21_A_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
308,44547.0,44547-01-21,44547_01_21_A_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
309,44547.0,44547-01-21,44547_01_21_A_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
310,44547.0,44547-01-21,44547_01_21_A_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
311,44547.0,44547-01-21,44547_01_21_A_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
312,44547.0,44547-01-21,44547_01_21_A_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
313,44547.0,44547-01-21,44547_01_21_B_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
314,44547.0,44547-01-21,44547_01_21_B_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
315,44547.0,44547-01-21,44547_01_21_B_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
316,44547.0,44547-01-21,44547_01_21_B_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
317,44547.0,44547-01-21,44547_01_21_B_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
318,44547.0,44547-01-21,44547_01_21_B_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
319,44547.0,44547-01-21,44547_01_21_C_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
320,44547.0,44547-01-21,44547_01_21_C_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
321,44547.0,44547-01-21,44547_01_21_C_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
322,44547.0,44547-01-21,44547_01_21_C_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
323,44547.0,44547-01-21,44547_01_21_C_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
324,44547.0,44547-01-21,44547_01_21_C_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
325,44547.0,44547-01-21,44547_01_21_A_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
326,44547.0,44547-01-21,44547_01_21_A_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
327,44547.0,44547-01-21,44547_01_21_A_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
328,44547.0,44547-01-21,44547_01_21_A_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
329,44547.0,44547-01-21,44547_01_21_A_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
330,44547.0,44547-01-21,44547_01_21_A_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
331,44547.0,44547-01-21,44547_01_21_B_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
332,44547.0,44547-01-21,44547_01_21_B_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
333,44547.0,44547-01-21,44547_01_21_B_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
334,44547.0,44547-01-21,44547_01_21_B_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
335,44547.0,44547-01-21,44547_01_21_B_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
336,44547.0,44547-01-21,44547_01_21_B_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
337,44547.0,44547-01-21,44547_01_21_C_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
338,44547.0,44547-01-21,44547_01_21_C_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
339,44547.0,44547-01-21,44547_01_21_C_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
340,44547.0,44547-01-21,44547_01_21_C_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
341,44547.0,44547-01-21,44547_01_21_C_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
342,44547.0,44547-01-21,44547_01_21_C_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
343,44547.0,44547-01-21,44547_01_21_A_1,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
344,44547.0,44547-01-21,44547_01_21_A_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
345,44547.0,44547-01-21,44547_01_21_A_3,8,End,50.94,50.83,50.89,50.89,1785.61,-1685.61,True,,,True
346,44547.0,44547-01-21,44547_01_21_A_4,8,End,5.95,5.94,5.94,5.94,208.42,-108.42,True,True,Bag 5 not found,True
347,44547.0,44547-01-21,44547_01_21_A_5,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
348,44547.0,44547-01-21,44547_01_21_A_6,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,,False
349,44547.0,44547-01-21,44547_01_21_B_1,8,End,5.3,4.67,4.8,4.92,172.63,-72.63,True,True,,True
350,44547.0,44547-01-21,44547_01_21_B_2,8,End,8.17,8.45,8.3,8.31,291.58,-191.58,True,True,,True
351,44547.0,44547-01-21,44547_01_21_B_3,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
352,44547.0,44547-01-21,44547_01_21_B_4,8,End,4.18,4.2,4.12,4.17,146.32,-46.32,True,True,,True
353,44547.0,44547-01-21,44547_01_21_B_5,8,End,3.89,3.9,3.9,3.9,136.84,-36.84,True,True,,True
354,44547.0,44547-01-21,44547_01_21_B_6,8,End,3.86,3.87,3.87,3.87,135.79,-35.79,True,True,,True
355,44547.0,44547-01-21,44547_01_21_C_1,8,End,1.95,1.98,1.9,1.94,68.07,31.93,True,True,,False
356,44547.0,44547-01-21,44547_01_21_C_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
357,44547.0,44547-01-21,44547_01_21_C_3,8,End,4.27,4.33,4.41,4.34,152.28,-52.28,True,True,"2 fragments, weighed together",True
358,44547.0,44547-01-21,44547_01_21_C_4,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
359,44547.0,44547-01-21,44547_01_21_C_5,8,End,2.39,2.38,2.37,2.38,83.51,16.49,True,True,Several items stuck together and not decomposed well,False
360,44547.0,44547-01-21,44547_01_21_C_6,8,End,3.13,3.12,3.12,3.12,109.47,-9.47,True,True,Several items stuck together and not decomposed well,True
361,44547.0,44547-01-21,44547_01_21_A_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
362,44547.0,44547-01-21,44547_01_21_A_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
363,44547.0,44547-01-21,44547_01_21_A_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
364,44547.0,44547-01-21,44547_01_21_A_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
365,44547.0,44547-01-21,44547_01_21_A_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
366,44547.0,44547-01-21,44547_01_21_A_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
367,44547.0,44547-01-21,44547_01_21_B_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
368,44547.0,44547-01-21,44547_01_21_B_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
369,44547.0,44547-01-21,44547_01_21_B_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
370,44547.0,44547-01-21,44547_01_21_B_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
371,44547.0,44547-01-21,44547_01_21_B_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
372,44547.0,44547-01-21,44547_01_21_B_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
373,44547.0,44547-01-21,44547_01_21_C_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
374,44547.0,44547-01-21,44547_01_21_C_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
375,44547.0,44547-01-21,44547_01_21_C_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
376,44547.0,44547-01-21,44547_01_21_C_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
377,44547.0,44547-01-21,44547_01_21_C_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
378,44547.0,44547-01-21,44547_01_21_C_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
379,44547.0,44547-01-21,44547_01_21_A_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
380,44547.0,44547-01-21,44547_01_21_A_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
381,44547.0,44547-01-21,44547_01_21_A_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
382,44547.0,44547-01-21,44547_01_21_A_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
383,44547.0,44547-01-21,44547_01_21_A_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
384,44547.0,44547-01-21,44547_01_21_A_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
385,44547.0,44547-01-21,44547_01_21_B_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
386,44547.0,44547-01-21,44547_01_21_B_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
387,44547.0,44547-01-21,44547_01_21_B_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
388,44547.0,44547-01-21,44547_01_21_B_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
389,44547.0,44547-01-21,44547_01_21_B_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
390,44547.0,44547-01-21,44547_01_21_B_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
391,44547.0,44547-01-21,44547_01_21_C_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
392,44547.0,44547-01-21,44547_01_21_C_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
393,44547.0,44547-01-21,44547_01_21_C_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
394,44547.0,44547-01-21,44547_01_21_C_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
395,44547.0,44547-01-21,44547_01_21_C_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
396,44547.0,44547-01-21,44547_01_21_C_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
397,44547.0,44547-01-21,44547_01_21_A_1,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
398,44547.0,44547-01-21,44547_01_21_A_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
399,44547.0,44547-01-21,44547_01_21_A_3,8,End,50.94,50.83,50.89,50.89,1785.61,-1685.61,True,,,True
400,44547.0,44547-01-21,44547_01_21_A_4,8,End,5.95,5.94,5.94,5.94,208.42,-108.42,True,True,Bag 5 not found,True
401,44547.0,44547-01-21,44547_01_21_A_5,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,Bag 6 not found,False
402,44547.0,44547-01-21,44547_01_21_A_6,8,End,0.0,0.0,0.0,0.0,0.0,100.0,False,False,,False
403,44547.0,44547-01-21,44547_01_21_B_1,8,End,5.3,4.67,4.8,4.92,172.63,-72.63,True,True,,True
404,44547.0,44547-01-21,44547_01_21_B_2,8,End,8.17,8.45,8.3,8.31,291.58,-191.58,True,True,,True
405,44547.0,44547-01-21,44547_01_21_B_3,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
406,44547.0,44547-01-21,44547_01_21_B_4,8,End,4.18,4.2,4.12,4.17,146.32,-46.32,True,True,,True
407,44547.0,44547-01-21,44547_01_21_B_5,8,End,3.89,3.9,3.9,3.9,136.84,-36.84,True,True,,True
408,44547.0,44547-01-21,44547_01_21_B_6,8,End,3.86,3.87,3.87,3.87,135.79,-35.79,True,True,,True
409,44547.0,44547-01-21,44547_01_21_C_1,8,End,1.95,1.98,1.9,1.94,68.07,31.93,True,True,,False
410,44547.0,44547-01-21,44547_01_21_C_2,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
411,44547.0,44547-01-21,44547_01_21_C_3,8,End,4.27,4.33,4.41,4.34,152.28,-52.28,True,True,"2 fragments, weighed together",True
412,44547.0,44547-01-21,44547_01_21_C_4,8,End,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
413,44547.0,44547-01-21,44547_01_21_C_5,8,End,2.39,2.38,2.37,2.38,83.51,16.49,True,True,Several items stuck together and not decomposed well,False
414,44547.0,44547-01-21,44547_01_21_C_6,8,End,3.13,3.12,3.12,3.12,109.47,-9.47,True,True,Several items stuck together and not decomposed well,True
415,44547.0,44547-01-21,44547_01_21_A_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
416,44547.0,44547-01-21,44547_01_21_A_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
417,44547.0,44547-01-21,44547_01_21_A_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
418,44547.0,44547-01-21,44547_01_21_A_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
419,44547.0,44547-01-21,44547_01_21_A_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
420,44547.0,44547-01-21,44547_01_21_A_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
421,44547.0,44547-01-21,44547_01_21_B_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
422,44547.0,44547-01-21,44547_01_21_B_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
423,44547.0,44547-01-21,44547_01_21_B_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
424,44547.0,44547-01-21,44547_01_21_B_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
425,44547.0,44547-01-21,44547_01_21_B_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
426,44547.0,44547-01-21,44547_01_21_B_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
427,44547.0,44547-01-21,44547_01_21_C_1,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
428,44547.0,44547-01-21,44547_01_21_C_2,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
429,44547.0,44547-01-21,44547_01_21_C_3,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
430,44547.0,44547-01-21,44547_01_21_C_4,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
431,44547.0,44547-01-21,44547_01_21_C_5,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
432,44547.0,44547-01-21,44547_01_21_C_6,8,Start,2.84,2.87,2.85,2.85,100.0,0.0,True,True,,False
433,44547.0,44547-01-21,44547_01_21_A_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
434,44547.0,44547-01-21,44547_01_21_A_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
435,44547.0,44547-01-21,44547_01_21_A_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
436,44547.0,44547-01-21,44547_01_21_A_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
437,44547.0,44547-01-21,44547_01_21_A_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
438,44547.0,44547-01-21,44547_01_21_A_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
439,44547.0,44547-01-21,44547_01_21_B_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
440,44547.0,44547-01-21,44547_01_21_B_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
441,44547.0,44547-01-21,44547_01_21_B_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
442,44547.0,44547-01-21,44547_01_21_B_4,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
443,44547.0,44547-01-21,44547_01_21_B_5,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
444,44547.0,44547-01-21,44547_01_21_B_6,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
445,44547.0,44547-01-21,44547_01_21_C_1,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
446,44547.0,44547-01-21,44547_01_21_C_2,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
447,44547.0,44547-01-21,44547_01_21_C_3,8,Interval,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False
